Table Name,Player Name,Player Gender,Player Years Old,Play Start Date Exact,Play End Date Exact,Total Minutes Played This Session,Play Start Date Hour,Play End Date Hour,Table Currency,Player Card Level,Session Cash Buy In Dollars,Session Chips Buy In Dollars,Session Cash Out Amount Dollars,Session Player Lost Dollars,Session Player Average Bet,Number of Bets Per Hour,Hold Percentage
AR-1,Player 21858,Male,43,11/22/2019 10:33:00 PM,11/22/2019 10:48:00 PM,15,2019-11-22 22:00:00,2019-11-22 22:00:00,$,Card Type 105,497,0,0,497,200,50,0.05260
BJ-2,Player 21858,Male,43,11/22/2019 10:05:00 PM,11/22/2019 10:32:00 PM,27,2019-11-22 22:00:00,2019-11-22 22:00:00,$,Card Type 105,1300,0,0,1300,200,50,0.02500
BJ-3,Player 21858,Male,43,11/24/2019 11:20:00 PM,11/24/2019 11:30:00 PM,10,2019-11-24 23:00:00,2019-11-24 23:00:00,$,Card Type 105,0,150,0,150,100,50,0.02500
AR-1,Player 21858,Male,43,11/20/2019 9:31:00 PM,11/20/2019 9:45:00 PM,14,2019-11-20 21:00:00,2019-11-20 21:00:00,$,Card Type 105,1500,0,0,1500,300,50,0.05260
BJ-2,Player 21858,Male,43,11/20/2019 9:12:00 PM,11/20/2019 9:28:00 PM,16,2019-11-20 21:00:00,2019-11-20 21:00:00,$,Card Type 105,900,0,0,900,100,50,0.02500
BJ-2,Player 21858,Male,43,12/2/2019 9:40:00 PM,12/2/2019 11:20:00 PM,100,2019-12-02 21:00:00,2019-12-02 23:00:00,$,Card Type 105,0,100,900,-800,100,50,0.02500
BJ-3,Player 21858,Male,43,12/3/2019 10:24:00 PM,12/3/2019 11:48:00 PM,84,2019-12-03 22:00:00,2019-12-03 23:00:00,$,Card Type 105,2100,1000,100,3000,300,50,0.02500
AR-1,Player 21858,Male,43,12/4/2019 12:39:00 AM,12/4/2019 12:47:00 AM,8,2019-12-04 00:00:00,2019-12-04 00:00:00,$,Card Type 105,949,23,0,972,300,50,0.05260
BJ-2,Player 21858,Male,43,12/3/2019 11:48:00 PM,12/4/2019 12:40:00 AM,52,2019-12-03 23:00:00,2019-12-04 00:00:00,$,Card Type 105,2653,0,0,2653,100,50,0.02500
AR-1,Player 21858,Male,43,12/3/2019 10:40:00 PM,12/3/2019 10:43:00 PM,3,2019-12-03 22:00:00,2019-12-03 22:00:00,$,Card Type 105,500,100,0,600,300,50,0.05260
AR-1,Player 21858,Male,43,11/30/2019 10:20:00 PM,11/30/2019 11:38:00 PM,78,2019-11-30 22:00:00,2019-11-30 23:00:00,$,Card Type 105,1300,0,2850,-1550,100,50,0.05260
AR-1,Player 21858,Male,43,12/1/2019 1:09:00 AM,12/1/2019 1:45:00 AM,36,2019-12-01 01:00:00,2019-12-01 01:00:00,$,Card Type 105,700,0,3075,-2375,300,50,0.05260
AR-1,Player 21858,Male,43,12/1/2019 9:09:00 PM,12/1/2019 10:30:00 PM,81,2019-12-01 21:00:00,2019-12-01 22:00:00,$,Card Type 105,711,0,2075,-1364,200,50,0.05260
BJ-2,Player 21858,Male,43,12/1/2019 10:45:00 PM,12/1/2019 11:13:00 PM,28,2019-12-01 22:00:00,2019-12-01 23:00:00,$,Card Type 105,0,600,700,-100,100,50,0.02500
BJ-2,Player 21858,Male,43,11/24/2019 10:44:00 PM,11/24/2019 11:28:00 PM,44,2019-11-24 22:00:00,2019-11-24 23:00:00,$,Card Type 105,3000,0,150,2850,100,50,0.02500
AR-1,Player 21858,Male,43,11/25/2019 8:58:00 PM,11/25/2019 9:20:00 PM,22,2019-11-25 20:00:00,2019-11-25 21:00:00,$,Card Type 105,1300,0,0,1300,200,50,0.05260
BJ-3,Player 21858,Male,43,11/25/2019 8:42:00 PM,11/25/2019 9:00:00 PM,18,2019-11-25 20:00:00,2019-11-25 21:00:00,$,Card Type 105,480,0,0,480,100,50,0.02500
BJ-3,Player 21858,Male,43,12/10/2019 10:00:00 PM,12/10/2019 10:50:00 PM,50,2019-12-10 22:00:00,2019-12-10 22:00:00,$,Card Type 105,600,0,0,600,100,50,0.02500
BJ-2,Player 21858,Male,43,12/9/2019 10:31:00 PM,12/9/2019 11:00:00 PM,29,2019-12-09 22:00:00,2019-12-09 23:00:00,$,Card Type 105,0,500,0,500,100,50,0.02500
AR-1,Player 21858,Male,43,12/9/2019 11:17:00 PM,12/9/2019 11:30:00 PM,13,2019-12-09 23:00:00,2019-12-09 23:00:00,$,Card Type 105,1000,250,0,1250,300,50,0.05260
AR-1,Player 21858,Male,43,12/11/2019 9:55:00 PM,12/11/2019 9:56:00 PM,1,2019-12-11 21:00:00,2019-12-11 21:00:00,$,Card Type 105,0,0,0,0,0,50,0.05260
BJ-3,Player 21858,Male,43,12/10/2019 11:21:00 PM,12/11/2019 12:40:00 AM,79,2019-12-10 23:00:00,2019-12-11 00:00:00,$,Card Type 105,1100,1500,0,2600,100,50,0.02500
BJ-3,Player 21858,Male,43,12/9/2019 11:05:00 PM,12/9/2019 11:13:00 PM,8,2019-12-09 23:00:00,2019-12-09 23:00:00,$,Card Type 105,300,0,200,100,100,50,0.02500
BJ-2,Player 21858,Male,43,12/9/2019 11:11:00 PM,12/9/2019 11:45:00 PM,34,2019-12-09 23:00:00,2019-12-09 23:00:00,$,Card Type 105,800,200,750,250,100,50,0.02500
BJ-2,Player 21858,Male,43,12/8/2019 10:40:00 PM,12/9/2019 1:00:00 AM,140,2019-12-08 22:00:00,2019-12-09 01:00:00,$,Card Type 105,2000,500,0,2500,100,50,0.02500
AR-1,Player 21858,Male,43,12/14/2019 9:47:00 PM,12/14/2019 10:27:00 PM,40,2019-12-14 21:00:00,2019-12-14 22:00:00,$,Card Type 105,360,0,750,-390,100,50,0.05260
BJ-2,Player 21858,Male,43,12/11/2019 11:00:00 PM,12/12/2019 12:10:00 AM,70,2019-12-11 23:00:00,2019-12-12 00:00:00,$,Card Type 105,300,0,1000,-700,100,50,0.02500
BJ-3,Player 21858,Male,43,12/12/2019 10:20:00 PM,12/13/2019 12:10:00 AM,110,2019-12-12 22:00:00,2019-12-13 00:00:00,$,Card Type 105,0,700,2288,-1588,100,50,0.02500
BJ-3,Player 21858,Male,43,12/13/2019 12:42:00 AM,12/13/2019 12:56:00 AM,14,2019-12-13 00:00:00,2019-12-13 00:00:00,$,Card Type 105,500,0,1000,-500,100,50,0.02500
BJ-1,Player 21858,Male,43,12/8/2019 1:00:00 AM,12/8/2019 1:35:00 AM,35,2019-12-08 01:00:00,2019-12-08 01:00:00,$,Card Type 105,200,3000,0,3200,300,50,0.02500
AR-1,Player 21858,Male,43,12/8/2019 12:51:00 AM,12/8/2019 2:19:00 AM,88,2019-12-08 00:00:00,2019-12-08 02:00:00,$,Card Type 105,2580,0,200,2380,300,50,0.05260
BJ-1,Player 21858,Male,43,12/7/2019 10:00:00 PM,12/8/2019 12:21:00 AM,141,2019-12-07 22:00:00,2019-12-08 00:00:00,$,Card Type 105,800,0,3000,-2200,100,50,0.02500
BJ-2,Player 21858,Male,43,12/6/2019 10:35:00 PM,12/6/2019 11:45:00 PM,70,2019-12-06 22:00:00,2019-12-06 23:00:00,$,Card Type 105,1300,0,3375,-2075,300,50,0.02500
AR-1,Player 21858,Male,43,12/7/2019 12:20:00 AM,12/7/2019 12:56:00 AM,36,2019-12-07 00:00:00,2019-12-07 00:00:00,$,Card Type 105,700,0,2000,-1300,200,50,0.05260
BJ-2,Player 21858,Male,43,12/7/2019 2:00:00 AM,12/7/2019 2:20:00 AM,20,2019-12-07 02:00:00,2019-12-07 02:00:00,$,Card Type 105,1700,0,1500,200,100,50,0.02500
BJ-3,Player 21858,Male,43,12/4/2019 11:40:00 PM,12/5/2019 12:40:00 AM,60,2019-12-04 23:00:00,2019-12-05 00:00:00,$,Card Type 105,0,2100,2100,0,100,50,0.02500
BJ-3,Player 21858,Male,43,12/5/2019 12:40:00 AM,12/5/2019 12:41:00 AM,1,2019-12-05 00:00:00,2019-12-05 00:00:00,$,Card Type 105,0,50,0,50,50,50,0.02500
AR-1,Player 21858,Male,43,12/4/2019 11:23:00 PM,12/5/2019 12:00:00 AM,37,2019-12-04 23:00:00,2019-12-05 00:00:00,$,Card Type 105,800,1050,100,1750,30,50,0.05260
BJ-2,Player 21858,Male,43,12/20/2019 11:00:00 PM,12/21/2019 2:03:00 AM,183,2019-12-20 23:00:00,2019-12-21 02:00:00,$,Card Type 105,700,500,4000,-2800,100,50,0.02500
BJ-3,Player 21858,Male,43,12/18/2019 10:36:00 PM,12/19/2019 12:17:00 AM,101,2019-12-18 22:00:00,2019-12-19 00:00:00,$,Card Type 105,2300,300,2925,-325,300,50,0.02500
BJ-3,Player 21858,Male,43,12/19/2019 10:41:00 PM,12/19/2019 11:35:00 PM,54,2019-12-19 22:00:00,2019-12-19 23:00:00,$,Card Type 105,300,0,3350,-3050,200,50,0.02500
BJ-3,Player 21858,Male,43,12/22/2019 10:21:00 PM,12/22/2019 10:59:00 PM,38,2019-12-22 22:00:00,2019-12-22 22:00:00,$,Card Type 105,600,0,0,600,100,50,0.02500
BJ-2,Player 21858,Male,43,12/21/2019 10:45:00 PM,12/22/2019 12:23:00 AM,98,2019-12-21 22:00:00,2019-12-22 00:00:00,$,Card Type 105,300,0,1850,-1550,200,50,0.02500
BJ-2,Player 21858,Male,43,12/16/2019 10:21:00 PM,12/17/2019 12:08:00 AM,107,2019-12-16 22:00:00,2019-12-17 00:00:00,$,Card Type 105,1500,0,2000,-500,100,50,0.02500
BJ-3,Player 21858,Male,43,12/17/2019 9:20:00 PM,12/18/2019 12:00:00 AM,160,2019-12-17 21:00:00,2019-12-18 00:00:00,$,Card Type 105,600,0,1200,-600,100,50,0.02500
BJ-2,Player 21858,Male,43,12/14/2019 11:50:00 PM,12/14/2019 11:52:00 PM,2,2019-12-14 23:00:00,2019-12-14 23:00:00,$,Card Type 105,0,150,250,-100,100,50,0.02500
BJ-1,Player 21858,Male,43,12/14/2019 11:12:00 PM,12/15/2019 12:30:00 AM,78,2019-12-14 23:00:00,2019-12-15 00:00:00,$,Card Type 105,2600,400,1300,1700,100,50,0.02500
BJ-2,Player 21858,Male,43,12/15/2019 12:29:00 AM,12/15/2019 12:32:00 AM,3,2019-12-15 00:00:00,2019-12-15 00:00:00,$,Card Type 105,0,500,0,500,100,50,0.02500
BJ-3,Player 21858,Male,43,12/15/2019 9:15:00 PM,12/15/2019 10:38:00 PM,83,2019-12-15 21:00:00,2019-12-15 22:00:00,$,Card Type 105,2000,500,2512,-12,100,50,0.02500
BJ-2,Player 21858,Male,43,5/4/2019 8:40:00 PM,5/4/2019 9:11:00 PM,31,2019-05-04 20:00:00,2019-05-04 21:00:00,$,Card Type 105,800,0,1500,-700,200,50,0.02500
BJ-3,Player 21858,Male,43,4/29/2019 9:43:00 PM,4/29/2019 10:24:00 PM,41,2019-04-29 21:00:00,2019-04-29 22:00:00,$,Card Type 105,500,0,725,-225,100,50,0.02500
BJ-3,Player 21858,Male,43,4/30/2019 2:27:00 PM,4/30/2019 2:34:00 PM,7,2019-04-30 14:00:00,2019-04-30 14:00:00,$,Card Type 105,1100,0,0,1100,200,50,0.02500
AR-1,Player 21858,Male,43,4/30/2019 2:13:00 PM,4/30/2019 2:22:00 PM,9,2019-04-30 14:00:00,2019-04-30 14:00:00,$,Card Type 105,500,0,0,500,200,50,0.05260
BJ-2,Player 21858,Male,43,3/2/2019 7:56:00 PM,3/2/2019 8:30:00 PM,34,2019-03-02 19:00:00,2019-03-02 20:00:00,$,Card Type 105,700,0,3625,-2925,100,50,0.02500
BJ-2,Player 21858,Male,43,2/23/2019 7:08:00 PM,2/23/2019 7:29:00 PM,21,2019-02-23 19:00:00,2019-02-23 19:00:00,$,Card Type 105,400,0,250,150,100,50,0.02500
BJ-3,Player 21858,Male,43,2/23/2019 7:29:00 PM,2/23/2019 7:30:00 PM,1,2019-02-23 19:00:00,2019-02-23 19:00:00,$,Card Type 105,0,250,0,250,250,50,0.02500
BJ-2,Player 21858,Male,43,2/19/2019 8:48:00 PM,2/19/2019 9:17:00 PM,29,2019-02-19 20:00:00,2019-02-19 21:00:00,$,Card Type 105,400,0,1500,-1100,200,50,0.02500
BJ-2,Player 21858,Male,43,2/11/2019 12:26:00 PM,2/11/2019 1:28:00 PM,62,2019-02-11 12:00:00,2019-02-11 13:00:00,$,Card Type 105,1500,0,0,1500,200,50,0.02500
BJ-2,Player 21858,Male,43,1/26/2019 9:29:00 PM,1/26/2019 9:40:00 PM,11,2019-01-26 21:00:00,2019-01-26 21:00:00,$,Card Type 105,605,0,0,605,100,50,0.02500
AR-1,Player 21858,Male,43,1/25/2019 4:51:00 PM,1/25/2019 5:05:00 PM,14,2019-01-25 16:00:00,2019-01-25 17:00:00,$,Card Type 105,500,400,1450,-550,200,50,0.05260
BJ-3,Player 21858,Male,43,1/25/2019 5:00:00 PM,1/25/2019 5:17:00 PM,17,2019-01-25 17:00:00,2019-01-25 17:00:00,$,Card Type 105,0,1400,2800,-1400,100,50,0.02500
AR-1,Player 21858,Male,43,1/24/2019 8:49:00 PM,1/24/2019 9:02:00 PM,13,2019-01-24 20:00:00,2019-01-24 21:00:00,$,Card Type 105,900,0,300,600,200,50,0.05260
BJ-3,Player 21858,Male,43,1/24/2019 8:39:00 PM,1/24/2019 8:45:00 PM,6,2019-01-24 20:00:00,2019-01-24 20:00:00,$,Card Type 105,300,0,0,300,100,50,0.02500
BJ-3,Player 21858,Male,43,1/24/2019 8:54:00 PM,1/24/2019 9:00:00 PM,6,2019-01-24 20:00:00,2019-01-24 21:00:00,$,Card Type 105,300,300,0,600,100,50,0.02500
BJ-2,Player 21858,Male,43,1/6/2019 8:03:00 PM,1/6/2019 8:32:00 PM,29,2019-01-06 20:00:00,2019-01-06 20:00:00,$,Card Type 105,900,0,0,900,200,50,0.02500
BJ-2,Player 21858,Male,43,1/6/2019 8:58:00 PM,1/6/2019 8:59:00 PM,1,2019-01-06 20:00:00,2019-01-06 20:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
BJ-2,Player 21858,Male,43,1/6/2019 8:51:00 PM,1/6/2019 8:55:00 PM,4,2019-01-06 20:00:00,2019-01-06 20:00:00,$,Card Type 105,290,0,0,290,100,50,0.02500
BJ-3,Player 21858,Male,43,1/7/2019 4:36:00 PM,1/7/2019 5:05:00 PM,29,2019-01-07 16:00:00,2019-01-07 17:00:00,$,Card Type 105,300,0,2700,-2400,100,50,0.02500
BJ-2,Player 21858,Male,43,1/5/2019 9:29:00 PM,1/5/2019 9:30:00 PM,1,2019-01-05 21:00:00,2019-01-05 21:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
BJ-3,Player 21858,Male,43,1/4/2019 8:41:00 PM,1/4/2019 8:42:00 PM,1,2019-01-04 20:00:00,2019-01-04 20:00:00,$,Card Type 105,0,200,0,200,100,50,0.02500
BJ-2,Player 21858,Male,43,1/4/2019 8:20:00 PM,1/4/2019 9:31:00 PM,71,2019-01-04 20:00:00,2019-01-04 21:00:00,$,Card Type 105,1000,25,2700,-1675,200,50,0.02500
BJ-2,Player 21858,Male,43,1/4/2019 7:56:00 PM,1/4/2019 8:18:00 PM,22,2019-01-04 19:00:00,2019-01-04 20:00:00,$,Card Type 105,1500,0,0,1500,100,50,0.02500
BJ-3,Player 21858,Male,43,1/3/2019 7:21:00 PM,1/3/2019 8:15:00 PM,54,2019-01-03 19:00:00,2019-01-03 20:00:00,$,Card Type 105,0,0,1240,-1240,0,50,0.02500
AR-1,Player 21858,Male,43,1/12/2019 2:14:00 PM,1/12/2019 3:08:00 PM,54,2019-01-12 14:00:00,2019-01-12 15:00:00,$,Card Type 105,100,0,3116,-3016,100,50,0.05260
BJ-3,Player 21858,Male,43,1/12/2019 3:09:00 PM,1/12/2019 3:10:00 PM,1,2019-01-12 15:00:00,2019-01-12 15:00:00,$,Card Type 105,0,400,0,400,100,50,0.02500
BJ-2,Player 21858,Male,43,1/12/2019 9:17:00 PM,1/12/2019 10:26:00 PM,69,2019-01-12 21:00:00,2019-01-12 22:00:00,$,Card Type 105,2000,150,2250,-100,100,50,0.02500
BJ-2,Player 21858,Male,43,1/12/2019 11:10:00 PM,1/12/2019 11:16:00 PM,6,2019-01-12 23:00:00,2019-01-12 23:00:00,$,Card Type 105,500,0,425,75,25,50,0.02500
BJ-2,Player 21858,Male,43,1/13/2019 3:48:00 PM,1/13/2019 4:44:00 PM,56,2019-01-13 15:00:00,2019-01-13 16:00:00,$,Card Type 105,2100,0,0,2100,100,50,0.02500
BJ-2,Player 21858,Male,43,1/13/2019 4:45:00 PM,1/13/2019 4:46:00 PM,1,2019-01-13 16:00:00,2019-01-13 16:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
AR-1,Player 21858,Male,43,1/13/2019 4:50:00 PM,1/13/2019 4:59:00 PM,9,2019-01-13 16:00:00,2019-01-13 16:00:00,$,Card Type 105,500,0,0,500,100,50,0.05260
AR-1,Player 21858,Male,43,1/13/2019 3:19:00 PM,1/13/2019 4:47:00 PM,88,2019-01-13 15:00:00,2019-01-13 16:00:00,$,Card Type 105,600,0,1050,-450,100,50,0.05260
BJ-3,Player 21858,Male,43,1/17/2019 2:18:00 PM,1/17/2019 2:30:00 PM,12,2019-01-17 14:00:00,2019-01-17 14:00:00,$,Card Type 105,400,0,0,400,100,50,0.02500
BJ-3,Player 21858,Male,43,1/17/2019 12:23:00 PM,1/17/2019 2:07:00 PM,104,2019-01-17 12:00:00,2019-01-17 14:00:00,$,Card Type 105,2475,0,3,2472,200,50,0.02500
BJ-3,Player 21858,Male,43,1/17/2019 7:45:00 PM,1/17/2019 8:38:00 PM,53,2019-01-17 19:00:00,2019-01-17 20:00:00,$,Card Type 105,800,0,1800,-1000,200,50,0.02500
BJ-3,Player 21858,Male,43,1/17/2019 2:08:00 PM,1/17/2019 2:17:00 PM,9,2019-01-17 14:00:00,2019-01-17 14:00:00,$,Card Type 105,1000,0,0,1000,100,50,0.02500
BJ-2,Player 21858,Male,43,1/20/2019 9:05:00 PM,1/20/2019 9:59:00 PM,54,2019-01-20 21:00:00,2019-01-20 21:00:00,$,Card Type 105,600,0,3175,-2575,200,50,0.02500
AR-1,Player 21858,Male,43,1/20/2019 4:18:00 PM,1/20/2019 4:57:00 PM,39,2019-01-20 16:00:00,2019-01-20 16:00:00,$,Card Type 105,200,0,2980,-2780,100,50,0.05260
BJ-3,Player 21858,Male,43,1/20/2019 2:58:00 PM,1/20/2019 4:13:00 PM,75,2019-01-20 14:00:00,2019-01-20 16:00:00,$,Card Type 105,300,0,1000,-700,100,50,0.02500
BJ-3,Player 21858,Male,43,1/22/2019 12:05:00 AM,1/22/2019 12:30:00 AM,25,2019-01-22 00:00:00,2019-01-22 00:00:00,$,Card Type 105,0,50,250,-200,50,50,0.02500
BJ-3,Player 21858,Male,43,1/21/2019 11:28:00 PM,1/22/2019 12:48:00 AM,80,2019-01-21 23:00:00,2019-01-22 00:00:00,$,Card Type 105,1500,350,25,1825,100,50,0.02500
AR-1,Player 21858,Male,43,1/21/2019 5:15:00 PM,1/21/2019 6:15:00 PM,60,2019-01-21 17:00:00,2019-01-21 18:00:00,$,Card Type 105,400,135,3250,-2715,200,50,0.05260
BJ-3,Player 21858,Male,43,1/21/2019 5:21:00 PM,1/21/2019 5:53:00 PM,32,2019-01-21 17:00:00,2019-01-21 17:00:00,$,Card Type 105,260,1025,135,1150,100,50,0.02500
BJ-3,Player 21858,Male,43,1/22/2019 6:00:00 PM,1/22/2019 6:30:00 PM,30,2019-01-22 18:00:00,2019-01-22 18:00:00,$,Card Type 105,0,50,150,-100,100,50,0.02500
BJ-2,Player 21858,Male,43,1/22/2019 5:49:00 PM,1/22/2019 6:42:00 PM,53,2019-01-22 17:00:00,2019-01-22 18:00:00,$,Card Type 105,1300,900,400,1800,100,50,0.02500
BJ-2,Player 21858,Male,43,1/22/2019 5:41:00 PM,1/22/2019 5:46:00 PM,5,2019-01-22 17:00:00,2019-01-22 17:00:00,$,Card Type 105,400,0,0,400,300,50,0.02500
AR-1,Player 21858,Male,43,1/22/2019 4:21:00 PM,1/22/2019 4:37:00 PM,16,2019-01-22 16:00:00,2019-01-22 16:00:00,$,Card Type 105,1200,0,0,1200,200,50,0.05260
BJ-3,Player 21858,Male,43,1/22/2019 4:36:00 PM,1/22/2019 5:00:00 PM,24,2019-01-22 16:00:00,2019-01-22 17:00:00,$,Card Type 105,600,0,0,600,100,50,0.02500
BJ-2,Player 21858,Male,43,1/22/2019 5:27:00 PM,1/22/2019 5:36:00 PM,9,2019-01-22 17:00:00,2019-01-22 17:00:00,$,Card Type 105,1600,0,0,1600,300,50,0.02500
BJ-2,Player 21858,Male,43,1/23/2019 9:06:00 PM,1/23/2019 11:17:00 PM,131,2019-01-23 21:00:00,2019-01-23 23:00:00,$,Card Type 105,2725,0,1150,1575,200,50,0.02500
BJ-3,Player 21858,Male,43,1/22/2019 5:53:00 PM,1/22/2019 6:30:00 PM,37,2019-01-22 17:00:00,2019-01-22 18:00:00,$,Card Type 105,0,200,212,-12,100,50,0.02500
AR-1,Player 21858,Male,43,1/19/2019 8:20:00 PM,1/19/2019 8:48:00 PM,28,2019-01-19 20:00:00,2019-01-19 20:00:00,$,Card Type 105,300,1000,1800,-500,200,50,0.05260
BJ-3,Player 21858,Male,43,1/19/2019 8:47:00 PM,1/19/2019 10:00:00 PM,73,2019-01-19 20:00:00,2019-01-19 22:00:00,$,Card Type 105,60,1800,2000,-140,100,50,0.02500
BJ-3,Player 21858,Male,43,1/19/2019 2:01:00 PM,1/19/2019 2:02:00 PM,1,2019-01-19 14:00:00,2019-01-19 14:00:00,$,Card Type 105,0,0,0,0,0,50,0.02500
BJ-3,Player 21858,Male,43,1/19/2019 2:20:00 PM,1/19/2019 2:24:00 PM,4,2019-01-19 14:00:00,2019-01-19 14:00:00,$,Card Type 105,200,0,0,200,100,50,0.02500
BJ-3,Player 21858,Male,43,1/19/2019 1:00:00 PM,1/19/2019 2:00:00 PM,60,2019-01-19 13:00:00,2019-01-19 14:00:00,$,Card Type 105,3250,0,0,3250,200,50,0.02500
BJ-3,Player 21858,Male,43,1/18/2019 9:10:00 PM,1/18/2019 9:21:00 PM,11,2019-01-18 21:00:00,2019-01-18 21:00:00,$,Card Type 105,105,0,250,-145,100,50,0.02500
BJ-1,Player 21858,Male,43,1/18/2019 8:00:00 PM,1/18/2019 8:55:00 PM,55,2019-01-18 20:00:00,2019-01-18 20:00:00,$,Card Type 105,800,0,2000,-1200,100,50,0.02500
BJ-3,Player 21869,Male,21,1/23/2019 9:50:00 AM,1/23/2019 9:51:00 AM,1,2019-01-23 09:00:00,2019-01-23 09:00:00,$,Card Type 1,0,10,0,10,5,50,0.02500
BJ-3,Player 21869,Male,21,1/17/2019 3:23:00 PM,1/17/2019 3:40:00 PM,17,2019-01-17 15:00:00,2019-01-17 15:00:00,$,Card Type 1,20,0,6,14,5,50,0.02500
BJ-3,Player 21869,Male,21,1/16/2019 1:41:00 PM,1/16/2019 2:00:00 PM,19,2019-01-16 13:00:00,2019-01-16 14:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/12/2019 12:38:00 PM,1/12/2019 12:56:00 PM,18,2019-01-12 12:00:00,2019-01-12 12:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/11/2019 4:59:00 PM,1/11/2019 5:10:00 PM,11,2019-01-11 16:00:00,2019-01-11 17:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/10/2019 2:11:00 PM,1/10/2019 2:40:00 PM,29,2019-01-10 14:00:00,2019-01-10 14:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/7/2019 7:18:00 PM,1/7/2019 7:45:00 PM,27,2019-01-07 19:00:00,2019-01-07 19:00:00,$,Card Type 1,30,0,43,-13,5,50,0.02500
BJ-3,Player 21869,Male,21,1/9/2019 3:15:00 PM,1/9/2019 3:35:00 PM,20,2019-01-09 15:00:00,2019-01-09 15:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/4/2019 12:10:00 PM,1/4/2019 1:23:00 PM,73,2019-01-04 12:00:00,2019-01-04 13:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/3/2019 1:47:00 PM,1/3/2019 2:10:00 PM,23,2019-01-03 13:00:00,2019-01-03 14:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/2/2019 3:45:00 PM,1/2/2019 4:12:00 PM,27,2019-01-02 15:00:00,2019-01-02 16:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/5/2019 2:43:00 PM,1/5/2019 3:05:00 PM,22,2019-01-05 14:00:00,2019-01-05 15:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/25/2019 1:33:00 PM,1/25/2019 1:40:00 PM,7,2019-01-25 13:00:00,2019-01-25 13:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/24/2019 2:47:00 PM,1/24/2019 2:48:00 PM,1,2019-01-24 14:00:00,2019-01-24 14:00:00,$,Card Type 1,0,25,25,0,5,50,0.02500
BJ-3,Player 21869,Male,21,1/26/2019 2:24:00 PM,1/26/2019 2:35:00 PM,11,2019-01-26 14:00:00,2019-01-26 14:00:00,$,Card Type 1,0,25,5,20,5,50,0.02500
BJ-1,Player 21869,Male,21,1/27/2019 4:37:00 PM,1/27/2019 5:00:00 PM,23,2019-01-27 16:00:00,2019-01-27 17:00:00,$,Card Type 1,20,0,105,-85,5,50,0.02500
BJ-3,Player 21869,Male,21,2/1/2019 10:44:00 AM,2/1/2019 10:51:00 AM,7,2019-02-01 10:00:00,2019-02-01 10:00:00,$,Card Type 1,40,0,0,40,5,50,0.02500
BJ-3,Player 21869,Male,21,1/28/2019 3:20:00 PM,1/28/2019 3:22:00 PM,2,2019-01-28 15:00:00,2019-01-28 15:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,1/29/2019 3:35:00 PM,1/29/2019 3:50:00 PM,15,2019-01-29 15:00:00,2019-01-29 15:00:00,$,Card Type 1,20,0,25,-5,5,50,0.02500
BJ-3,Player 21869,Male,21,1/31/2019 11:23:00 AM,1/31/2019 11:38:00 AM,15,2019-01-31 11:00:00,2019-01-31 11:00:00,$,Card Type 1,40,0,100,-60,10,50,0.02500
BJ-3,Player 21869,Male,21,1/30/2019 10:13:00 AM,1/30/2019 10:15:00 AM,2,2019-01-30 10:00:00,2019-01-30 10:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-2,Player 21869,Male,21,2/9/2019 2:27:00 PM,2/9/2019 2:37:00 PM,10,2019-02-09 14:00:00,2019-02-09 14:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,2/8/2019 10:45:00 AM,2/8/2019 10:55:00 AM,10,2019-02-08 10:00:00,2019-02-08 10:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
BJ-3,Player 21869,Male,21,2/12/2019 1:56:00 PM,2/12/2019 2:34:00 PM,38,2019-02-12 13:00:00,2019-02-12 14:00:00,$,Card Type 1,20,0,0,20,10,50,0.02500
BJ-3,Player 21869,Male,21,2/15/2019 12:25:00 PM,2/15/2019 12:27:00 PM,2,2019-02-15 12:00:00,2019-02-15 12:00:00,$,Card Type 1,20,0,0,20,5,50,0.02500
